"Institute","WebsiteCountry","SuggestedCountry_Copilot","Status","InstituteKey","WebsiteCountryCount","SuggestedCountryCount"
"Leon Kozminski Academy of Entrepreneurship and Management","United States of America","United States of America","Match","leon kozminski academy of entrepreneurship and management","1","1"
"Lesley University","United States of America","United States of America","Match","lesley university","1","1"
"Leuphana Universitat Luneburg","United States of America","United States of America","Match","leuphana universitat luneburg","1","1"
"Lewis & Clark College","United States of America","United States of America","Match","lewis and clark college","1","1"
"Lewis University","United States of America","United States of America","Match","lewis university","1","1"
"Liaocheng University","United States of America","United States of America","Match","liaocheng university","1","1"
"Liaoning Normal University","United States of America","United States of America","Match","liaoning normal university","1","1"
"Liaoning Technical University","United States of America","United States of America","Match","liaoning technical university","1","1"
"Liaoning University","United States of America","United States of America","Match","liaoning university","1","1"
"Libera Universita Internazionale degli Studi Sociali LUISS Guido Carli","United States of America","United States of America","Match","libera universita internazionale degli studi sociali luiss guido carli","1","1"
"Liberty University","United States of America","United States of America","Match","liberty university","1","1"
"Lincoln University","New Zealand","New Zealand","Match","lincoln university","1","1"
"Lincoln University Canterbury","United States of America","United States of America","Match","lincoln university canterbury","1","1"
"Linkoping University","Sweden","Sweden","Match","linkoping university","1","1"
"Linnaeus University","United States of America","United States of America","Match","linnaeus university","1","1"
"Linyi University (Linyi Normal University)","United States of America","United States of America","Match","linyi university linyi normal university","1","1"
